Place Name,CSOED,PD,LUX
"042 Ballynadrumny, Co. Kildare",06042,29.7,-13.281503878
"043 Cadamstown, Co. Kildare",06043,70.2,-11.859724648
"044 Carbury, Co. Kildare",06044,43.2,-12.807577468
"045 Carrick, Co. Kildare",06045,18.9,-13.660645006
"046 Cloncurry, Co. Kildare",06046,25.8,-13.418415952
"047 Drehid, Co. Kildare",06047,17.5,-13.70979293
"048 Dunfierth, Co. Kildare",06048,33.1,-13.162144634
"049 Killinthomas, Co. Kildare",06049,22.4,-13.537775196
"050 Kilpatrick, Co. Kildare",06050,43.2,-12.807577468
"051 Kilrainy, Co. Kildare",06051,35.2,-13.088422748
"052 Lullymore, Co. Kildare",06052,8.8,-14.015212172
"053 Rathangan, Co. Kildare",06053,175.7,-8.156077518
"054 Thomastown, Co. Kildare",06054,46.8,-12.681197092
"055 Windmill Cross, Co. Kildare",06055,85.4,-11.326118616
"056 Ballymore Eustace, Co. Kildare",06056,93,-11.0593156
"057 Ballysax East, Co. Kildare",06057,94.2,-11.017188808
"058 Ballysax West, Co. Kildare",06058,73.8,-11.733344272
"059 Bodenstown, Co. Kildare",06059,179.3,-8.029697142
"060 Carnalway, Co. Kildare",06060,66,-12.00716842
"061 Carragh, Co. Kildare",06061,142.9,-9.307543166
"062 Clane, Co. Kildare",06062,436,0.981925780000001
"063 Donore, Co. Kildare",06063,39.4,-12.940978976
"064 Downings, Co. Kildare",06064,185.9,-7.797999786
"065 Droichead Nua (Newbridge) Rural, Co. Kildare",06065,143.7,-9.279458638
"066 Droichead Nua (Newbridge) Urban, Co. Kildare",06066,2817.5,84.58605507
"067 Dunmurry, Co. Kildare",06067,29.4,-13.292035576
"068 Feighcullen, Co. Kildare",06068,56.4,-12.344182756
"069 Gilltown, Co. Kildare",06069,29.6,-13.285014444
"070 Kilcullen, Co. Kildare",06070,197.3,-7.397795262
"071 Kildare, Co. Kildare",06071,267.1,-4.947420194
"072 Kill, Co. Kildare",06072,245.7,-5.698681318
"073 Killashee, Co. Kildare",06073,19.2,-13.650113308
"074 Kilmeage North, Co. Kildare",06074,102.3,-10.732832962
"075 Kilmeage South, Co. Kildare",06075,122,-10.04125146
"076 Kilteel, Co. Kildare",06076,32.8,-13.172676332
"077 Ladytown, Co. Kildare",06077,48.4,-12.625028036
"078 Morristownbiller, Co. Kildare",06078,873.7,16.347673162
"079 Naas Rural, Co. Kildare",06079,206,-7.09237602
"080 Newtown, Co. Kildare",06080,45.4,-12.730345016
"081 Oldconnell, Co. Kildare",06081,56.3,-12.347693322
"082 Oughterard, Co. Kildare",06082,46.9,-12.677686526
"083 Pollardstown, Co. Kildare",06083,29.2,-13.299056708
"084 Rathernan, Co. Kildare",06084,34.8,-13.102465012
"085 Rathmore, Co. Kildare",06085,47.3,-12.663644262
"086 Robertstown, Co. Kildare",06086,144.7,-9.244352978
"087 Timahoe North, Co. Kildare",06087,32.6,-13.179697464
"088 Timahoe South, Co. Kildare",06088,50.4,-12.554816716
"089 Usk, Co. Kildare",06089,28.1,-13.337672934
"001 Kilkenny No. 1 Urban, Co. Kilkenny",07001,3186.6,97.543554176
"002 Kilkenny No. 2 Urban, Co. Kilkenny",07002,2252.4,64.747846604
"003 Burnchurch, Co. Kilkenny",07003,42,-12.84970426
"004 Callan Rural, Co. Kilkenny",07004,40.4,-12.905873316
"005 Callan Urban, Co. Kilkenny",07005,1192.1,27.525315306
"006 Coolaghmore, Co. Kilkenny",07006,19.1,-13.653623874
"007 Dunamaggan, Co. Kilkenny",07007,22.2,-13.544796328
"008 Earlstown, Co. Kilkenny",07008,17.6,-13.706282364
"009 Kells, Co. Kilkenny",07009,34.4,-13.116507276
"010 Killamery, Co. Kilkenny",07010,16.2,-13.755430288
"011 Kilmaganny, Co. Kilkenny",07011,22.9,-13.520222366
"012 Kilmanagh, Co. Kilkenny",07012,22.3,-13.541285762
"013 Mallardstown, Co. Kilkenny",07013,16.8,-13.734366892
"014 Scotsborough, Co. Kilkenny",07014,11.3,-13.927448022
"015 Tullaghanbrogue, Co. Kilkenny",07015,21.1,-13.583412554
"016 Boolyglass, Co. Kilkenny",07016,10.7,-13.948511418
"017 Fiddown, Co. Kilkenny",07017,59.1,-12.249397474
"018 Muckalee, Co. Kilkenny",07018,14.1,-13.829152174
"019 Pilltown, Co. Kilkenny",07019,97.4,-10.904850696
"020 Templeorum, Co. Kilkenny",07020,26.1,-13.407884254
"021 Tubbrid, Co. Kilkenny",07021,20.4,-13.607986516
"022 Tullahought, Co. Kilkenny",07022,14.4,-13.818620476
"023 Whitechurch, Co. Kilkenny",07023,24.3,-13.471074442
"024 Attanagh, Co. Kilkenny",07024,15.4,-13.783514816
"025 Ballyragget, Co. Kilkenny",07025,57.1,-12.319608794
"026 Castlecomer, Co. Kilkenny",07026,76.3,-11.645580122
"027 Clogh, Co. Kilkenny",07027,35.2,-13.088422748
"028 Clogharinka, Co. Kilkenny",07028,16.6,-13.741388024
"029 Kilmacar, Co. Kilkenny",07029,19.3,-13.646602742
"030 Moneenroe, Co. Kilkenny",07030,39.4,-12.940978976
"031 Mothell, Co. Kilkenny",07031,17.3,-13.716814062
"032 Muckalee, Co. Kilkenny",07032,28.2,-13.334162368
"033 Brownsford, Co. Kilkenny",07033,14.7,-13.808088778
"034 Dysartmoon, Co. Kilkenny",07034,25.8,-13.418415952
"035 Jerpoint West, Co. Kilkenny",07035,12.1,-13.899363494
"036 Listerlin, Co. Kilkenny",07036,23.4,-13.502669536
"037 Rosbercon Rural, Co. Kilkenny",07037,63.3,-12.101953702
"038 Shanbogh, Co. Kilkenny",07038,30.3,-13.260440482
"039 The Rower, Co. Kilkenny",07039,28.6,-13.320120104
"040 Ballinamara, Co. Kilkenny",07040,19.7,-13.632560478
"041 Ballybeagh, Co. Kilkenny",07041,12.9,-13.871278966
"042 Ballycallan, Co. Kilkenny",07042,21,-13.58692312
"043 Clara, Co. Kilkenny",07043,30.9,-13.239377086
"044 Coolcraheen, Co. Kilkenny",07044,24.5,-13.46405331
"045 Dunbell, Co. Kilkenny",07045,22.4,-13.537775196
"046 Dunmore, Co. Kilkenny",07046,47.7,-12.649601998
"047 Freshford, Co. Kilkenny",07047,46.5,-12.69172879
"048 Gowran, Co. Kilkenny",07048,59.1,-12.249397474
"049 Grange, Co. Kilkenny",07049,45.5,-12.72683445
"050 Kilkenny Rural, Co. Kilkenny",07050,449.2,1.445320492
"051 Kilkieran, Co. Kilkenny",07051,29,-13.30607784
"052 Odagh, Co. Kilkenny",07052,25.5,-13.42894765
"053 Outrath, Co. Kilkenny",07053,39.8,-12.926936712
"054 Paulstown, Co. Kilkenny",07054,71.4,-11.817597856
"055 Rathcoole, Co. Kilkenny",07055,21.2,-13.579901988
"056 Rathealy, Co. Kilkenny",07056,15.7,-13.772983118
"057 St. Canice, Co. Kilkenny",07057,28.5,-13.32363067
"058 Shankill, Co. Kilkenny",07058,32.2,-13.193739728
"059 Tiscoffin, Co. Kilkenny",07059,21.4,-13.572880856
"060 Tullaroan, Co. Kilkenny",07060,19,-13.65713444
"061 Aghaviller, Co. Kilkenny",07061,24.1,-13.478095574
"062 Ballyhale, Co. Kilkenny",07062,50.1,-12.565348414
"063 Ballyvool, Co. Kilkenny",07063,16.1,-13.758940854
"064 Bennettsbridge, Co. Kilkenny",07064,57.8,-12.295034832
"065 Bramblestown, Co. Kilkenny",07065,20.5,-13.60447595
"066 Castlebanny, Co. Kilkenny",07066,10.9,-13.941490286
"067 Castlegannon, Co. Kilkenny",07067,9.7,-13.983617078
"068 Coolhill, Co. Kilkenny",07068,16.7,-13.737877458
"069 Danesfort, Co. Kilkenny",07069,31.3,-13.225334822
"070 Ennisnag, Co. Kilkenny",07070,45.5,-12.72683445
"071 Famma, Co. Kilkenny",07071,16.2,-13.755430288
"072 Freaghana, Co. Kilkenny",07072,10.8,-13.945000852
"073 Goresbridge, Co. Kilkenny",07073,52.9,-12.467052566
"074 Graiguenamanagh, Co. Kilkenny",07074,56.9,-12.326629926
"075 Inistioge, Co. Kilkenny",07075,30.7,-13.246398218
"076 Jerpoint Church, Co. Kilkenny",07076,56.3,-12.347693322
"077 Kilfane, Co. Kilkenny",07077,17.5,-13.70979293
"078 Kilkeasy, Co. Kilkenny",07078,18.9,-13.660645006
"079 Kiltorcan, Co. Kilkenny",07079,17.7,-13.702771798
"080 Knocktopher, Co. Kilkenny",07080,35.2,-13.088422748
"081 Pleberstown, Co. Kilkenny",07081,13.6,-13.846705004
"082 Powerstown, Co. Kilkenny",07082,24.3,-13.471074442
"083 Stonyford, Co. Kilkenny",07083,41.7,-12.860235958
"084 Thomastown, Co. Kilkenny",07084,113.5,-10.33964957
"085 Tullaherin, Co. Kilkenny",07085,21.8,-13.558838592
"086 Ullard, Co. Kilkenny",07086,19,-13.65713444
"087 Woolengrange, Co. Kilkenny",07087,26.6,-13.390331424
"088 Balleen, Co. Kilkenny",07088,18.8,-13.664155572
"089 Ballyconra, Co. Kilkenny",07089,16.2,-13.755430288
"090 Baunmore, Co. Kilkenny",07090,7.8,-14.050317832
"091 Clomantagh, Co. Kilkenny",07091,18.1,-13.688729534
"092 Galmoy, Co. Kilkenny",07092,12,-13.90287406
"093 Glashare, Co. Kilkenny",07093,15.9,-13.765961986
"094 Johnstown, Co. Kilkenny",07094,43.3,-12.804066902
"095 Lisdowney, Co. Kilkenny",07095,12.4,-13.888831796
"096 Rathbeagh, Co. Kilkenny",07096,21.9,-13.555328026
"097 Tubbridbrittain, Co. Kilkenny",07097,16.1,-13.758940854
"098 Urlingford, Co. Kilkenny",07098,67.7,-11.947488798
"099 Aglish, Co. Kilkenny",07099,56.2,-12.351203888
"100 Ballincrea, Co. Kilkenny",07100,18.5,-13.67468727
"101 Dunkitt, Co. Kilkenny",07101,61.1,-12.179186154
"102 Farnoge, Co. Kilkenny",07102,21.9,-13.555328026
"103 Kilbeacon, Co. Kilkenny",07103,15.2,-13.790535948
"104 Kilbride, Co. Kilkenny",07104,30.1,-13.267461614
"105 Kilcolumb, Co. Kilkenny",07105,32.3,-13.190229162
"106 Kilculliheen (part), Co. Kilkenny",07106,626.5,7.66955401
"107 Killahy, Co. Kilkenny",07107,34,-13.13054954
"108 Kilmakevoge, Co. Kilkenny",07108,33.2,-13.158634068
"109 Pollrone, Co. Kilkenny",07109,86.8,-11.276970692
"110 Portnascully, Co. Kilkenny",07110,70.7,-11.842171818
"111 Rathpatrick, Co. Kilkenny",07111,64.9,-12.045784646
"112 Rossinan, Co. Kilkenny",07112,40.7,-12.895341618
"113 Ullid, Co. Kilkenny",07113,68,-11.9369571
"001 Abbeyleix, Co. Laois",08001,69,-11.90185144
"002 Aghmacart, Co. Laois",08002,20,-13.62202878
"003 Ballinakill, Co. Laois",08003,42,-12.84970426
"004 Ballyroan, Co. Laois",08004,48.2,-12.632049168
"005 Blandsfort, Co. Laois",08005,15,-13.79755708
"006 Caher, Co. Laois",08006,11.8,-13.909895192
"007 Castletown, Co. Laois",08007,32.3,-13.190229162
"008 Clash, Co. Laois",08008,24.8,-13.453521612
"009 Clonkeen, Co. Laois",08009,25.7,-13.421926518
"010 Colt, Co. Laois",08010,17.3,-13.716814062
"011 Cuffsborough, Co. Laois",08011,16.9,-13.730856326
"012 Cullahill, Co. Laois",08012,21.3,-13.576391422
"013 Cullenagh, Co. Laois",08013,11.7,-13.913405758
"014 Donaghmore, Co. Laois",08014,19,-13.65713444
"015 Donore, Co. Laois",08015,20,-13.62202878
"016 Dunmore, Co. Laois",08016,26.1,-13.407884254
"017 Durrow, Co. Laois",08017,48.9,-12.607475206
"018 Dysartgallen, Co. Laois",08018,12.3,-13.892342362
"019 Fossy, Co. Laois",08019,10.1,-13.969574814
"020 Grantstown, Co. Laois",08020,17.9,-13.695750666
"021 Kilcoke, Co. Laois",08021,12.4,-13.888831796
"022 Kildellig, Co. Laois",08022,16.5,-13.74489859
"023 Killermogh, Co. Laois",08023,18.8,-13.664155572
"024 Kilnaseer, Co. Laois",08024,18.8,-13.664155572
"025 Raheen, Co. Laois",08025,23.5,-13.49915897
"026 Rathdowney, Co. Laois",08026,67.4,-11.958020496
"027 Timahoe, Co. Laois",08027,23,-13.5167118
"028 Ballyadams, Co. Laois",08028,24.6,-13.460542744
"029 Ballylynan, Co. Laois",08029,102.3,-10.732832962
"030 Barrowhouse, Co. Laois",08030,37.5,-13.00767973
"031 Curraclone, Co. Laois",08031,21,-13.58692312
"032 Killabban, Co. Laois",08032,34.6,-13.109486144
"033 Luggacurren, Co. Laois",08033,12.4,-13.888831796
"034 Moyanna, Co. Laois",08034,23,-13.5167118
"035 Rathaspick, Co. Laois",08035,15.7,-13.772983118
"036 Stradbally, Co. Laois",08036,88,-11.2348439
"037 Tankardstown, Co. Laois",08037,24.2,-13.474585008
"038 Timogue, Co. Laois",08038,18.4,-13.678197836
"039 Vicarstown, Co. Laois",08039,15.9,-13.765961986
"040 Arderin, Co. Laois",08040,11.7,-13.913405758
"041 Ballybrittas, Co. Laois",08041,82.3,-11.434946162
"042 Ballycarroll, Co. Laois",08042,33,-13.1656552
"043 Ballyfin, Co. Laois",08043,19,-13.65713444
"044 Borris, Co. Laois",08044,97.5,-10.90134013
"045 Brisha / Capard, Co. Laois",08045/08046,20.1,-13.618518214
"047 Cappalough, Co. Laois",08047,20.9,-13.590433686
"048 Cardtown, Co. Laois",08048,6.8,-14.085423492
"049 Castlecuffe, Co. Laois",08049,13.4,-13.853726136
"050 Clonaslee, Co. Laois",08050,22.7,-13.527243498
"051 Clondarrig, Co. Laois",08051,124.1,-9.967529574
"052 Clonin, Co. Laois",08052,17.2,-13.720324628
"053 Coolrain, Co. Laois",08053,25.5,-13.42894765
"054 Dangans, Co. Laois",08054,135.9,-9.553282786
"055 Emo, Co. Laois",08055,33.8,-13.137570672
"056 Garrymore, Co. Laois",08056,19.9,-13.625539346
"057 Graigue, Co. Laois",08057,14.3,-13.822131042
"058 Jamestown, Co. Laois",08058,33.3,-13.155123502
"059 Kilcolmanbane, Co. Laois",08059,32.2,-13.193739728
"060 Kilmullen, Co. Laois",08060,41.1,-12.881299354
"061 Kilmurry, Co. Laois",08061,28.8,-13.313098972
"062 Lacka, Co. Laois",08062,11.3,-13.927448022
"063 Marymount, Co. Laois",08063,9.9,-13.976595946
"064 Meelick, Co. Laois",08064,25,-13.44650048
"065 Mountmellick Rural, Co. Laois",08065,62.5,-12.13003823
"066 Mountmellick Urban, Co. Laois",08066,1333.5,32.48925563
"067 Mountrath, Co. Laois",08067,100.9,-10.781980886
"068 Nealstown, Co. Laois",08068,4.6,-14.162655944
"069 O'More's Forest, Co. Laois",08069,24.5,-13.46405331
"070 Portarlington South, Co. Laois",08070,625.7,7.64146948200001
"071 Portlaoighise (Maryborough) Rural, Co. Laois",08071,746.2,11.871701512
"072 Portlaoighise (Maryborough) Urban, Co. Laois",08072,1908.3,52.667988998
"073 Rearymore, Co. Laois",08073,17.4,-13.713303496
"074 Rosenallis, Co. Laois",08074,22.3,-13.541285762
"075 Sallyford, Co. Laois",08075,29.6,-13.285014444
"076 Shaen, Co. Laois",08076,39.4,-12.940978976
"077 Tinnahinch, Co. Laois",08077,6.3,-14.102976322
"078 Trumra, Co. Laois",08078,13.8,-13.839683872
"079 Ballybrophy, Co. Laois",08079,19.1,-13.653623874
"080 Borris-in-Ossory, Co. Laois",08080,40.2,-12.912894448
"081 Clonmore, Co. Laois",08081,13.9,-13.836173306
"082 Errill, Co. Laois",08082,23,-13.5167118
"083 Kyle, Co. Laois",08083,10.9,-13.941490286
"084 Kyle South, Co. Laois",08084,11.7,-13.913405758
"085 Moneenalassa, Co. Laois",08085,12.7,-13.878300098
"086 Moneymore, Co. Laois",08086,13.9,-13.836173306
"087 Rathsaran, Co. Laois",08087,38.4,-12.976084636
"088 Ardough, Co. Laois",08088,19.4,-13.643092176
"089 Arless, Co. Laois",08089,26.4,-13.397352556
"090 Ballickmoyler, Co. Laois",08090,47.2,-12.667154828
"091 Ballylehane, Co. Laois",08091,25,-13.44650048
"092 Doonane, Co. Laois",08092,55.1,-12.389820114
"093 Farnans, Co. Laois",08093,15,-13.79755708
"094 Graigue Rural, Co. Laois",08094,283,-4.3892402
"095 Newtown, Co. Laois",08095,27.4,-13.362246896
"096 Rossmore, Co. Laois",08096,36.5,-13.04278539
"097 Shrule, Co. Laois",08097,25.5,-13.42894765
"098 Turra, Co. Laois",08098,22.9,-13.520222366
"001 Longford No. 1 Urban, Co. Longford",09001,2068.8,58.302447428
"002 Longford No. 2 Urban, Co. Longford",09002,631.8,7.855614008
"003 Agharra, Co. Longford",09003,23.9,-13.485116706
"004 Ballymahon, Co. Longford",09004,83.3,-11.399840502
"005 Cashel East, Co. Longford",09005,10.7,-13.948511418
"006 Cashel West, Co. Longford",09006,15.7,-13.772983118
"007 Doory, Co. Longford",09007,16.8,-13.734366892
"008 Forgney, Co. Longford",09008,18.3,-13.681708402
"009 Foxhall, Co. Longford",09009,28.6,-13.320120104
"010 Kilcommock, Co. Longford",09010,34,-13.13054954
"011 Kilglass, Co. Longford",09011,21.1,-13.583412554
"012 Ledwithstown, Co. Longford",09012,13.5,-13.85021557
"013 Abbeylara, Co. Longford",09013,25.9,-13.414905386
"014 Ballinalee, Co. Longford",09014,45.5,-12.72683445
"015 Ballymuigh, Co. Longford",09015,20.2,-13.615007648
"016 Bunlahy, Co. Longford",09016,18.2,-13.685218968
"017 Columbkille, Co. Longford",09017,27.4,-13.362246896
"018 Coolamber, Co. Longford",09018,19.2,-13.650113308
"019 Creevy, Co. Longford",09019,22.3,-13.541285762
"020 Crosagstown, Co. Longford",09020,20.5,-13.60447595
"021 Currygrane, Co. Longford",09021,14.8,-13.804578212
"022 Dalystown, Co. Longford",09022,22.2,-13.544796328
"023 Drummeel, Co. Longford",09023,14.1,-13.829152174
"024 Firry / Newgrove, Co. Longford",09024/09035,19.5,-13.63958161
"025 Gelshagh, Co. Longford",09025,22.3,-13.541285762
"026 Granard Rural, Co. Longford",09026,18.3,-13.681708402
"027 Granard Urban, Co. Longford",09027,135.6,-9.563814484
"028 Knockanbaun, Co. Longford",09028,18.3,-13.681708402
"029 Lislea, Co. Longford",09029,16.4,-13.748409156
"030 Meathas Truim, Co. Longford",09030,173.4,-8.236820536
"031 Milltown, Co. Longford",09031,20.5,-13.60447595
"032 Moatfarrell, Co. Longford",09032,24.3,-13.471074442
"033 Moyne, Co. Longford",09033,18.7,-13.667666138
"034 Mullanalaghta, Co. Longford",09034,16,-13.76245142
"036 Sonnagh, Co. Longford",09036,16.8,-13.734366892
"037 Aghaboy, Co. Longford",09037,45.9,-12.712792186
"038 Ardagh East, Co. Longford",09038,22.3,-13.541285762
"039 Ardagh West, Co. Longford",09039,22.9,-13.520222366
"040 Ballinamuck East, Co. Longford",09040,29.8,-13.277993312
"041 Ballinamuck West, Co. Longford",09041,19.1,-13.653623874
"042 Breanrisk, Co. Longford",09042,41.8,-12.856725392
"043 Caldragh, Co. Longford",09043,104.4,-10.659111076
"044 Cloondara, Co. Longford",09044,26,-13.41139482
"045 Cloonee, Co. Longford",09045,32.4,-13.186718596
"046 Corboy, Co. Longford",09046,18.8,-13.664155572
"047 Drumgort, Co. Longford",09047,22.3,-13.541285762
"048 Drumlish, Co. Longford",09048,73.8,-11.733344272
"049 Killashee, Co. Longford",09049,20.4,-13.607986516
"050 Killoe, Co. Longford",09050,17.9,-13.695750666
"051 Longford Rural (Part Urban), Co. Longford",09051,217.9,-6.674618666
"052 Mountdavis, Co. Longford",09052,8.6,-14.022233304
"053 Moydow, Co. Longford",09053,26,-13.41139482
"054 Newtown Forbes, Co. Longford",09054,34.7,-13.105975578
"055 Rathcline, Co. Longford",09055,43.1,-12.811088034
"001 Fair Gate, Co. Louth",10001,4077.9,128.833228934
"002 St. Laurence Gate, Co. Louth",10002,2494.1,73.232884626
"003 West Gate, Co. Louth",10003,3251.9,99.835953774
"004 Dundalk Urban No. 1, Co. Louth",10004,2556.9,75.437520074
"005 Dundalk Urban No. 2, Co. Louth",10005,678.6,9.498558896
"006 Dundalk Urban No. 3, Co. Louth",10006,1377.7,34.040925802
"007 Dundalk Urban No. 4, Co. Louth",10007,2486.8,72.976613308
"008 Ardee Rural, Co. Louth",10008,47.1,-12.670665394
"009 Ardee Urban, Co. Louth",10009,1046,22.39637838
"010 Castlebellingham, Co. Louth",10010,91.9,-11.097931826
"011 Clonkeen, Co. Louth",10011,30.7,-13.246398218
"012 Collon, Co. Louth",10012,67.2,-11.965041628
"013 Dromin, Co. Louth",10013,40.7,-12.895341618
"014 Dromiskin, Co. Louth",10014,104.4,-10.659111076
"015 Drumcar, Co. Louth",10015,53.3,-12.453010302
"016 Dunleer, Co. Louth",10016,114.5,-10.30454391
"017 Stabannan, Co. Louth",10017,28.2,-13.334162368
"018 Tallanstown, Co. Louth",10018,45.2,-12.737366148
"019 Ballymascanlan, Co. Louth",10019,88.9,-11.203248806
"020 Barronstown, Co. Louth",10020,42.6,-12.828640864
"021 Carlingford, Co. Louth",10021,131.4,-9.711258256
"022 Castlering, Co. Louth",10022,57.6,-12.302055964
"023 Castletown (Part Urban), Co. Louth",10023,202.6,-7.211735264
"024 Creggan Upper, Co. Louth",10024,44.9,-12.747897846
"025 Darver, Co. Louth",10025,31.9,-13.204271426
"026 Drummullagh, Co. Louth",10026,56.5,-12.34067219
"027 Dundalk Rural (Part Urban), Co. Louth",10027,880.2,16.575859952
"028 Faughart, Co. Louth",10028,52,-12.49864766
"029 Greenore, Co. Louth",10029,80.4,-11.501646916
"030 Haggardstown (Part Urban), Co. Louth",10030,328.5,-2.79193267
"031 Jenkinstown, Co. Louth",10031,57.5,-12.30556653
"032 Killanny, Co. Louth",10032,40,-12.91991558
"033 Louth, Co. Louth",10033,71.6,-11.810576724
"034 Mansfieldstown, Co. Louth",10034,52.6,-12.477584264
"035 Rathcor, Co. Louth",10035,53.6,-12.442478604
"036 Ravensdale, Co. Louth",10036,39.9,-12.923426146
"037 Clogher, Co. Louth",10037,127.9,-9.834128066
"038 Dysart, Co. Louth",10038,38.4,-12.976084636
"039 Monasterboice, Co. Louth",10039,58.5,-12.27046087
"040 Mullary, Co. Louth",10040,72.8,-11.768449932
"041 St. Peter's (Part Urban), Co. Louth",10041,258.6,-5.245818304
"042 Termonfeckin, Co. Louth",10042,123.7,-9.981571838
"047 St. Mary's (Part Urban), Co. Louth",10047,2573.8,76.030805728
"001 Ceannanus M�r (Kells) Urban, Co. Meath",11001,1990.8,55.564205948
"002 Navan Urban, Co. Meath",11002,2133.5,60.57378363
"003 Trim Urban, Co. Meath",11003,2226.3,63.831588878
